[Name]
TurbKE and TurbFreq Quantities

[Data]
"Accumulated Timestep","RMS K-TurbKE","RMS O-TurbFreq"
682,2.13243015e-06,2.75823481e-06
683,2.25478061e-06,2.80843824e-06
684,2.34025697e-06,2.57730539e-06
685,2.33267292e-06,1.87704234e-06
686,2.21501796e-06,6.76451577e-07
687,2.04210369e-06,1.23039877e-06
688,1.92812558e-06,3.39727922e-06
689,2.37901327e-06,5.39617713e-06
690,3.12877478e-06,6.56675911e-06
691,3.72411773e-06,6.47899378e-06
692,3.93240680e-06,5.30668603e-06
693,3.73886860e-06,3.36632161e-06
694,3.24519101e-06,1.26169118e-06
695,2.66244797e-06,2.07985204e-06
696,1.97954250e-06,3.25282781e-06
697,1.55583871e-06,3.00955639e-06
698,1.46438356e-06,2.39274459e-06
699,1.91278468e-06,2.26866746e-06
700,1.77701145e-06,2.12277200e-06
701,1.70156693e-06,1.98383350e-06
702,1.77650850e-06,2.00562022e-06
703,1.87190790e-06,2.21060441e-06
704,1.98709517e-06,2.45786305e-06
705,2.09507175e-06,2.69119482e-06
706,2.21640221e-06,2.80886593e-06
707,2.32138041e-06,2.69135671e-06
708,2.34667505e-06,2.19182812e-06
709,2.27342366e-06,1.17959110e-06
710,2.11842803e-06,5.83002645e-07
711,1.94306904e-06,2.66505072e-06
712,2.17357638e-06,4.82232599e-06
713,2.88756678e-06,6.33217542e-06
714,3.59665387e-06,6.66894903e-06
715,3.93814798e-06,5.79814014e-06
716,3.85726617e-06,4.03053173e-06
717,3.44400951e-06,1.90791366e-06
718,2.86080444e-06,1.44527803e-06
719,2.20285006e-06,3.10932182e-06
720,1.66029315e-06,3.17145987e-06
721,1.48094318e-06,2.59024819e-06
722,1.74578736e-06,2.28855265e-06
723,1.67040378e-06,2.20167931e-06
724,1.79251458e-06,2.01497733e-06
725,1.74930506e-06,1.98508314e-06
726,1.83672375e-06,2.14452780e-06
727,1.94313679e-06,2.35841071e-06
728,2.05137735e-06,2.61332934e-06
729,2.17118895e-06,2.79305141e-06
730,2.28967110e-06,2.77587060e-06
731,2.34717049e-06,2.47668572e-06
732,2.30587261e-06,1.57958868e-06
733,2.16165563e-06,5.00566500e-07
734,1.97073405e-06,1.98839803e-06
735,2.00613295e-06,4.17583669e-06
736,2.63651896e-06,5.94630274e-06
737,3.39533017e-06,6.72524266e-06
738,3.85772546e-06,6.20170204e-06
739,3.90671948e-06,4.66788651e-06
740,3.58078205e-06,2.66147867e-06
741,3.02353556e-06,1.08617110e-06
742,2.42437955e-06,2.75131060e-06
743,1.78205482e-06,3.28408646e-06
744,1.49401455e-06,2.80441395e-06
745,1.52509006e-06,2.32977550e-06
746,1.76986862e-06,2.26268048e-06
747,1.84812893e-06,2.07593803e-06
748,1.71740248e-06,1.99930241e-06
749,1.80411314e-06,2.08475331e-06
750,1.90653725e-06,2.30310957e-06
751,2.02169326e-06,2.56101794e-06
752,2.13728595e-06,2.81053735e-06
753,2.26350380e-06,2.81712278e-06
754,2.34859613e-06,2.62818048e-06
755,2.33752530e-06,1.90451385e-06
756,2.21484993e-06,7.43026362e-07
757,2.03787681e-06,1.35131893e-06
758,1.93803885e-06,3.50312894e-06
759,2.41394014e-06,5.48414846e-06
760,3.17602144e-06,6.60653677e-06
761,3.75340414e-06,6.51990695e-06
762,3.93568052e-06,5.23045901e-06
763,3.71741839e-06,3.26473878e-06
764,3.21108519e-06,1.35178868e-06
765,2.62282606e-06,2.22570998e-06
766,1.94103472e-06,3.29039517e-06
767,1.53929329e-06,2.99518115e-06
768,1.46071955e-06,2.38490816e-06
769,1.91650088e-06,2.29071907e-06
770,1.79274059e-06,2.13426983e-06
771,1.69799239e-06,2.00732779e-06
772,1.77935851e-06,2.04357821e-06
773,1.87619855e-06,2.23421375e-06
774,1.99397709e-06,2.51951178e-06
775,2.10520648e-06,2.71884187e-06
776,2.23030406e-06,2.86662839e-06
777,2.33503465e-06,2.69399334e-06
778,2.35584321e-06,2.17189086e-06
779,2.27594569e-06,1.21133280e-06
780,2.11788688e-06,7.51637970e-07
781,1.94933364e-06,2.82752626e-06
782,2.22212111e-06,4.98132749e-06
783,2.96159556e-06,6.43678823e-06
784,3.66010363e-06,6.71336375e-06
785,4.08649476e-06,5.79477091e-06
786,4.10779694e-06,1.18940090e-06
787,4.16284411e-06,8.75545425e-07
788,4.20579045e-06,6.37609105e-07
789,4.23877600e-06,4.74423842e-07
790,4.26485394e-06,3.17997575e-07
791,4.28029580e-06,2.14581036e-07
792,4.28561634e-06,2.20988554e-07
793,4.28884550e-06,3.07914462e-07
794,4.28749900e-06,4.07843999e-07
795,4.28736848e-06,4.96378789e-07
796,4.28996191e-06,5.61922036e-07
797,4.29567035e-06,5.98339057e-07
798,4.30721502e-06,6.20701883e-07
799,4.32313482e-06,6.17398143e-07
800,4.34553431e-06,5.99027430e-07
801,4.37501285e-06,5.74950775e-07
802,4.41111888e-06,5.50923858e-07
803,4.45375690e-06,5.34621222e-07
804,4.50202242e-06,5.28954502e-07
805,4.55606732e-06,5.33457523e-07
806,4.61316586e-06,5.45539763e-07
807,4.67563768e-06,5.59521709e-07
808,4.74062517e-06,5.75847366e-07
809,4.80541894e-06,5.92494814e-07
810,4.87426405e-06,6.09381175e-07
811,4.94254300e-06,6.27077782e-07
812,5.01026034e-06,6.45214016e-07
813,5.07553796e-06,6.29397846e-07
814,5.13183022e-06,7.15709575e-07
815,5.18685647e-06,7.52319067e-07
816,5.24158304e-06,7.81980759e-07
817,5.30073157e-06,8.09376900e-07
818,5.35992967e-06,8.36658899e-07
819,5.41448208e-06,8.63749563e-07
820,5.46963656e-06,8.90832155e-07
821,5.52495203e-06,9.16258955e-07
822,5.57985959e-06,9.41261192e-07
823,5.63418189e-06,9.63918296e-07
824,5.68761016e-06,9.83916038e-07
825,5.73920670e-06,1.00003854e-06
826,5.78883737e-06,1.01000751e-06
827,5.83554720e-06,1.01447779e-06
828,5.87922023e-06,1.01023568e-06
829,5.91866183e-06,9.94002221e-07
830,5.95116899e-06,9.66581524e-07
831,5.97424560e-06,9.21624348e-07
832,5.98571296e-06,8.60164732e-07
833,5.98482029e-06,7.77131447e-07
834,5.97220696e-06,7.22261120e-07
835,5.94514904e-06,5.05753405e-07
836,5.90502395e-06,3.36191192e-07
837,5.85440557e-06,1.60842916e-07
838,5.79834068e-06,7.53232783e-08
839,5.74519527e-06,2.60345672e-07
840,5.70137490e-06,4.66571805e-07
841,5.67308007e-06,6.68805910e-07
842,5.66608333e-06,8.57540101e-07
843,5.68569021e-06,1.02700972e-06
844,5.73345369e-06,1.17054265e-06
845,5.80745700e-06,1.28432544e-06
846,5.90304035e-06,1.36628387e-06
847,6.01364218e-06,1.41821863e-06
848,6.13241446e-06,1.44168064e-06
849,6.25179155e-06,1.43941566e-06
850,6.36217055e-06,1.34323807e-06
851,6.46345779e-06,1.41883163e-06
852,6.54954965e-06,1.38722612e-06
853,6.61844524e-06,1.32971161e-06
854,6.66795358e-06,1.26071507e-06
855,6.69860174e-06,1.18303819e-06
856,6.70652571e-06,1.10000087e-06
857,6.69681822e-06,1.01293199e-06
858,6.66548476e-06,8.29021985e-07
859,6.61881631e-06,8.96300492e-07
860,6.56018619e-06,8.38844358e-07
861,6.48968808e-06,7.63810988e-07
862,6.41175484e-06,6.84253223e-07
863,6.32673846e-06,6.04099171e-07
864,6.23718688e-06,5.24163227e-07
865,6.14186820e-06,4.47424043e-07
866,6.04326715e-06,3.71210717e-07
867,5.94245421e-06,2.98258215e-07
868,5.84216241e-06,2.28057331e-07
869,5.74268597e-06,1.61647563e-07
870,5.64361699e-06,1.28275104e-07
871,5.54687222e-06,4.48008812e-08
872,5.45277089e-06,4.83308611e-08
873,5.36178550e-06,1.06346100e-07
874,5.27309521e-06,1.51941506e-07
875,5.18934166e-06,1.90752615e-07
876,5.11200142e-06,2.25572521e-07
877,5.03931142e-06,2.57092069e-07
878,4.97292967e-06,2.84166248e-07
879,4.91312221e-06,3.08746394e-07
880,4.85716100e-06,3.30463905e-07
881,4.80513927e-06,3.50553023e-07
882,4.75762727e-06,3.68134749e-07
883,4.71404564e-06,3.85096598e-07
884,4.67240352e-06,4.00150611e-07
885,4.63306287e-06,4.15101965e-07
886,4.59603962e-06,4.28423078e-07
887,4.56158796e-06,4.41240417e-07
888,4.52913719e-06,4.53654792e-07
889,4.49626168e-06,4.65374768e-07
890,4.46404692e-06,4.34569813e-07
891,4.43455792e-06,5.62551861e-07
892,4.40325675e-06,4.67844160e-07
893,4.37468134e-06,5.98641407e-07
894,4.34953472e-06,4.90978266e-07
895,4.32858224e-06,5.75944000e-07
896,4.30570344e-06,6.03667104e-07
897,4.28544263e-06,6.22722951e-07
898,4.27179748e-06,6.40455823e-07
899,4.25713233e-06,6.57185865e-07
900,4.24711061e-06,6.73552790e-07
901,4.24001746e-06,6.88136367e-07
902,4.23574647e-06,7.01043120e-07
903,4.23391339e-06,7.13315842e-07
904,4.23642496e-06,7.99159693e-07
905,4.23730262e-06,6.07424340e-07
906,4.23934625e-06,7.77728644e-07
907,4.24036443e-06,6.68123334e-07
908,4.23808160e-06,6.32825845e-07
909,4.23068286e-06,6.07104937e-07
910,4.21778259e-06,5.75499485e-07
911,4.19904700e-06,5.38362485e-07
912,4.17407000e-06,4.93291168e-07
913,4.14354463e-06,4.41951386e-07
914,4.10724488e-06,3.83008540e-07
915,4.06480376e-06,3.14753180e-07
916,4.01575699e-06,2.40096796e-07
917,3.96159066e-06,1.59339919e-07
918,3.90579544e-06,8.69358630e-08
919,3.85019302e-06,4.99890405e-08
920,3.79737321e-06,1.37997901e-07
921,3.74998513e-06,2.29420749e-07
922,3.71040551e-06,3.19747670e-07
923,3.68072074e-06,4.04492965e-07
924,3.66220092e-06,4.84060649e-07
925,3.65619485e-06,5.55571944e-07
926,3.66251493e-06,6.15920328e-07
927,3.67912230e-06,6.67620156e-07
928,3.70401312e-06,7.06582739e-07
929,3.73428816e-06,7.00537043e-07
930,3.76866478e-06,7.75657099e-07
931,3.80548295e-06,7.99238080e-07
932,3.84271016e-06,8.05492448e-07
933,3.87826140e-06,8.01688259e-07
934,3.91031790e-06,7.88362627e-07
935,3.93650862e-06,7.67555719e-07
936,3.95683946e-06,7.39239056e-07
937,3.96273890e-06,7.08492223e-07
938,3.96101041e-06,6.70438794e-07
939,3.94592644e-06,6.28421901e-07
940,3.92146694e-06,5.21985612e-07
941,3.88914395e-06,5.73891100e-07
942,3.85084832e-06,5.45796411e-07
943,3.80691881e-06,5.05605556e-07
944,3.75918717e-06,4.60876578e-07
945,3.70810722e-06,4.14102885e-07
946,3.65248025e-06,3.65724759e-07
947,3.59445244e-06,3.17383410e-07
948,3.53604150e-06,3.07515393e-07
949,3.47645073e-06,1.59717260e-07
950,3.41602777e-06,1.56962457e-07
951,3.35658956e-06,1.41202378e-07
952,3.29898990e-06,5.54223867e-08
953,3.23782001e-06,2.36743105e-08
954,3.18205298e-06,4.93425887e-08
955,3.13192868e-06,8.66336052e-08
956,3.08758263e-06,1.23165293e-07
957,3.04804303e-06,1.56746935e-07
958,3.01421619e-06,1.89155443e-07
959,2.98548457e-06,2.19986390e-07
960,2.96125222e-06,2.48169869e-07
961,2.94076790e-06,2.74990555e-07
962,2.92412392e-06,2.99510191e-07
963,2.91176252e-06,3.22859762e-07
964,2.90393245e-06,3.45139853e-07
965,2.90118305e-06,3.66557458e-07
966,2.90274807e-06,3.85968860e-07
967,2.90855473e-06,4.04305041e-07
968,2.91851029e-06,4.22014551e-07
969,2.93151220e-06,4.39137352e-07
970,2.94693564e-06,4.54453101e-07
971,2.96463236e-06,4.69191065e-07
972,2.98413511e-06,4.82211647e-07
973,3.00507440e-06,4.94468054e-07
974,3.02734134e-06,5.05829632e-07
975,3.05054368e-06,5.15340218e-07
976,3.07415803e-06,5.24363145e-07
977,3.09808797e-06,5.30334830e-07
978,3.12021916e-06,4.85537953e-07
979,3.14401154e-06,6.23941844e-07
980,3.16825117e-06,5.60696094e-07
981,3.18937418e-06,4.94867436e-07
982,3.21138577e-06,6.34839239e-07
983,3.23083009e-06,5.02374633e-07
984,3.25035239e-06,6.30167222e-07
985,3.26842473e-06,5.43114879e-07
986,3.28279157e-06,5.13088878e-07
987,3.29250156e-06,4.86012425e-07
988,3.29667341e-06,4.55277444e-07
989,3.29488989e-06,4.20669977e-07
990,3.28750230e-06,3.79682234e-07
991,3.27477892e-06,3.33275665e-07
992,3.25773817e-06,2.81917067e-07
993,3.23661720e-06,2.24214787e-07
994,3.21198149e-06,1.61862673e-07
995,3.18447860e-06,9.50025054e-08
996,3.15542957e-06,3.30119789e-08
997,3.12707880e-06,6.24618153e-08
998,3.10130099e-06,1.35519116e-07
999,3.07989012e-06,2.11868581e-07
1000,3.06463585e-06,2.86944726e-07
1001,3.05716526e-06,3.59422586e-07
1002,3.05798403e-06,4.28220687e-07
1003,3.06830293e-06,4.91184835e-07
1004,3.08778249e-06,5.47971922e-07
1005,3.11536041e-06,5.97056271e-07
1006,3.15026114e-06,6.37303174e-07
1007,3.18998923e-06,6.69185624e-07
1008,3.23373320e-06,6.92607955e-07
1009,3.27897328e-06,7.07222398e-07
1010,3.32376953e-06,7.13360578e-07
1011,3.36686571e-06,7.11589564e-07
1012,3.40785596e-06,7.02852844e-07
1013,3.43943611e-06,6.87680597e-07
1014,3.46492789e-06,6.66025585e-07
1015,3.48331469e-06,6.38494555e-07
1016,3.49119750e-06,5.47264449e-07
1017,3.49537299e-06,6.68630150e-07
1018,3.48740082e-06,4.98245640e-07
1019,3.47327796e-06,5.40123153e-07
1020,3.45427202e-06,5.15069416e-07
1021,3.43164925e-06,4.79689788e-07
1022,3.40556949e-06,4.90575303e-07
1023,3.37304232e-06,3.20597337e-07
1024,3.33833918e-06,3.79942151e-07
1025,3.29832415e-06,2.37200510e-07
1026,3.25521364e-06,2.80425013e-07
1027,3.20983736e-06,1.86626082e-07
1028,3.16379123e-06,1.36064031e-07
1029,3.11524241e-06,9.31045463e-08
1030,3.06780021e-06,5.47683392e-08
1031,3.02319495e-06,2.59739430e-08
1032,2.97716770e-06,3.42212800e-08
1033,2.93267544e-06,6.49154543e-08
1034,2.89165064e-06,9.45072287e-08
1035,2.85457850e-06,1.24852704e-07
1036,2.82256406e-06,1.52169619e-07
1037,2.79534379e-06,1.78905850e-07
1038,2.76891433e-06,2.03992812e-07
1039,2.74681270e-06,2.26134205e-07
1040,2.72842135e-06,2.48484895e-07
1041,2.71366935e-06,2.69091913e-07
1042,2.70245391e-06,2.87927406e-07
1043,2.69518637e-06,3.05657295e-07
1044,2.69082420e-06,3.22386995e-07
1045,2.68892154e-06,3.37477360e-07
1046,2.68931331e-06,3.52330204e-07
1047,2.69215025e-06,3.65138021e-07
1048,2.69606448e-06,3.78227980e-07
1049,2.70172359e-06,3.89166559e-07
1050,2.70852297e-06,3.99571377e-07
1051,2.71535600e-06,3.71129630e-07
1052,2.72436796e-06,4.79279095e-07
1053,2.73471414e-06,4.36754476e-07
1054,2.74434160e-06,3.92286012e-07
1055,2.75540083e-06,5.06339177e-07
1056,2.76543960e-06,4.08992406e-07
1057,2.77527238e-06,4.73966992e-07
1058,2.78565290e-06,4.89645572e-07
1059,2.79634241e-06,4.96909024e-07
1060,2.80870267e-06,5.52238077e-07
1061,2.81880762e-06,4.19093794e-07
1062,2.82712540e-06,4.78501590e-07
1063,2.83582403e-06,5.33416596e-07
1064,2.84086900e-06,3.92602374e-07
1065,2.84446082e-06,4.89459126e-07
1066,2.84490716e-06,4.02555941e-07
1067,2.84083194e-06,3.63056017e-07
1068,2.83176655e-06,3.28334238e-07
1069,2.81714006e-06,2.89299180e-07
1070,2.79774622e-06,2.47046160e-07
1071,2.77478807e-06,2.00805047e-07
1072,2.74901527e-06,1.51124951e-07
1073,2.72165130e-06,9.80843069e-08
1074,2.69318843e-06,4.55134419e-08
1075,2.66458073e-06,3.03827719e-08
1076,2.63743959e-06,8.25961237e-08
1077,2.61344462e-06,1.42012169e-07
1078,2.59432022e-06,2.01262822e-07
1079,2.58170076e-06,2.59935888e-07
1080,2.57655438e-06,3.14796125e-07
1081,2.57955685e-06,3.67289829e-07
1082,2.59042690e-06,4.15287644e-07
1083,2.60856814e-06,4.58246603e-07
1084,2.63314200e-06,4.94872893e-07
1085,2.66324059e-06,5.26472320e-07
1086,2.69738734e-06,5.50721836e-07
1087,2.73411365e-06,5.68666565e-07
1088,2.77254549e-06,5.80803260e-07
1089,2.81159146e-06,5.85312193e-07
1090,2.84934140e-06,5.84691463e-07
1091,2.88202841e-06,5.78701929e-07
1092,2.91340734e-06,5.66696940e-07
1093,2.93539938e-06,5.52108247e-07
1094,2.95155110e-06,4.81148447e-07
1095,2.96364283e-06,5.90575155e-07
1096,2.96865142e-06,4.48837852e-07
1097,2.96785447e-06,4.90498905e-07
1098,2.96291364e-06,4.73927457e-07
1099,2.95426617e-06,4.47157362e-07
1100,2.94167330e-06,4.17472279e-07
1101,2.92413984e-06,3.84534445e-07
1102,2.90283947e-06,3.50563738e-07
1103,2.87929061e-06,3.15539637e-07
1104,2.85389024e-06,2.77805469e-07
1105,2.82604560e-06,2.41398993e-07
1106,2.79686856e-06,2.32618120e-07
1107,2.76557944e-06,1.19303976e-07
1108,2.73319210e-06,1.16915231e-07
1109,2.69882685e-06,1.03166037e-07
1110,2.66217512e-06,2.76827627e-08
1111,2.62760705e-06,2.52470578e-08
1112,2.59719991e-06,4.09950687e-08
1113,2.57090164e-06,7.26796685e-08
1114,2.54659426e-06,1.02357440e-07
1115,2.52449536e-06,1.30425491e-07
1116,2.50456446e-06,1.56250238e-07
1117,2.48721312e-06,1.80646708e-07
1118,2.47209186e-06,2.04558830e-07
1119,2.45983597e-06,2.25821069e-07
1120,2.45061983e-06,2.46384332e-07
1121,2.44339753e-06,2.65032952e-07
1122,2.43851628e-06,2.83102679e-07
1123,2.43644399e-06,2.76215161e-07
1124,2.43793124e-06,3.54879205e-07
1125,2.44235116e-06,3.39069942e-07
1126,2.44881403e-06,3.17232775e-07
1127,2.45760771e-06,4.07684865e-07
1128,2.46798368e-06,3.46360991e-07
1129,2.48099946e-06,4.40101417e-07
1130,2.49478330e-06,3.66913639e-07
1131,2.50981975e-06,4.27394696e-07
1132,2.52783957e-06,4.89580202e-07
1133,2.54560791e-06,3.92745676e-07
1134,2.56377302e-06,4.55666424e-07
1135,2.58274144e-06,4.72329333e-07
1136,2.60233764e-06,4.81516395e-07
1137,2.62376443e-06,5.37740107e-07
1138,2.64321761e-06,4.12944956e-07
1139,2.66102757e-06,4.72806278e-07
1140,2.67771475e-06,4.80191090e-07
1141,2.69499037e-06,5.28379132e-07
1142,2.70847454e-06,3.89797776e-07
1143,2.71880617e-06,4.37591694e-07
1144,2.72785928e-06,4.79204004e-07
1145,2.73299815e-06,3.82811606e-07
1146,2.73132036e-06,2.99880583e-07
1147,2.72559237e-06,3.72476961e-07
1148,2.71519002e-06,2.81406358e-07
1149,2.69980706e-06,2.30132258e-07
1150,2.68081385e-06,1.81859619e-07
1151,2.65869403e-06,1.31123826e-07
1152,2.63380525e-06,7.74613440e-08
1153,2.60764727e-06,2.81015602e-08
1154,2.58069167e-06,4.77454272e-08
1155,2.55473515e-06,1.04682670e-07
1156,2.53152507e-06,1.63369464e-07
1157,2.51320034e-06,2.21809685e-07
1158,2.50120502e-06,2.79243608e-07
1159,2.49656023e-06,3.32474031e-07
1160,2.49964796e-06,3.82752148e-07
1161,2.50995049e-06,4.28321215e-07
1162,2.52739119e-06,4.68138921e-07
1163,2.55132909e-06,5.02414764e-07
1164,2.58028922e-06,5.29322051e-07
1165,2.61360469e-06,5.51688345e-07
1166,2.64849973e-06,5.65952689e-07
1167,2.68326903e-06,5.74395699e-07
1168,2.71834165e-06,5.76282559e-07
1169,2.75183470e-06,5.71765156e-07
1170,2.78187099e-06,5.62308514e-07
1171,2.80717722e-06,5.47118248e-07
1172,2.82470864e-06,4.77992216e-07
1173,2.83909094e-06,5.37625681e-07
1174,2.84370140e-06,5.29730016e-07
1175,2.84566454e-06,5.09792187e-07
1176,2.84388716e-06,4.85926876e-07
1177,2.83812506e-06,4.57871437e-07
1178,2.82732412e-06,4.26808811e-07
1179,2.81250232e-06,3.93480434e-07
1180,2.79335654e-06,3.58591876e-07
1181,2.77091203e-06,3.22000602e-07
1182,2.74429090e-06,2.85213446e-07
1183,2.71452632e-06,2.45711959e-07
1184,2.68240296e-06,2.07547018e-07
1185,2.64911023e-06,1.68442170e-07
1186,2.61353739e-06,1.53468591e-07
1187,2.57662828e-06,5.75264636e-08
1188,2.54252586e-06,6.30905532e-08
1189,2.50953804e-06,2.44400606e-08
1190,2.47541675e-06,2.96953679e-08
1191,2.44225544e-06,7.56399174e-08
1192,2.41167504e-06,9.73806138e-08
1193,2.38438201e-06,1.30944741e-07
1194,2.36073038e-06,1.58280230e-07
1195,2.34097752e-06,1.84527892e-07
1196,2.32367643e-06,2.08766295e-07
1197,2.30960404e-06,2.31128482e-07
1198,2.29913007e-06,2.36092674e-07
1199,2.29305692e-06,3.01416605e-07
1200,2.29092666e-06,2.97230798e-07
1201,2.29193574e-06,2.87300935e-07
1202,2.29708894e-06,3.68205406e-07
1203,2.30513979e-06,3.21888820e-07
1204,2.31687545e-06,4.08920442e-07
1205,2.33031187e-06,3.49289365e-07
1206,2.34606182e-06,4.09243370e-07
1207,2.36529218e-06,4.70771255e-07
1208,2.38557300e-06,3.85821920e-07
1209,2.40711233e-06,4.49316389e-07
1210,2.43079376e-06,4.70815195e-07
1211,2.45636670e-06,4.85618443e-07
1212,2.48342258e-06,4.97891108e-07
1213,2.51172264e-06,5.07654647e-07
1214,2.54081124e-06,5.16924956e-07
1215,2.57054603e-06,5.22494815e-07
1216,2.60025968e-06,5.27876011e-07
1217,2.62952676e-06,5.29833926e-07
1218,2.65788526e-06,5.29741214e-07
1219,2.68478857e-06,5.26433098e-07
1220,2.71164208e-06,5.77473543e-07
1221,2.73319097e-06,4.19132533e-07
1222,2.75183925e-06,5.24463360e-07
1223,2.76388391e-06,3.76752041e-07
1224,2.77158028e-06,4.64804941e-07
1225,2.77324898e-06,3.64105972e-07
1226,2.76862238e-06,3.10138176e-07
1227,2.75800880e-06,2.60407944e-07
1228,2.74213016e-06,2.07746439e-07
1229,2.72184434e-06,1.50134156e-07
1230,2.69783231e-06,8.97911505e-08
1231,2.67154519e-06,3.22133253e-08
1232,2.64500841e-06,5.22574162e-08
1233,2.62066783e-06,1.16647868e-07
1234,2.60064348e-06,1.84778315e-07
1235,2.58643968e-06,2.51835274e-07
1236,2.57977194e-06,3.16720445e-07
1237,2.58154887e-06,3.78183756e-07
1238,2.59225089e-06,4.35806299e-07
1239,2.61225500e-06,4.87160492e-07
1240,2.64075402e-06,5.31824298e-07
1241,2.67605947e-06,5.70215036e-07
1242,2.71660224e-06,6.01325269e-07
1243,2.76053652e-06,6.24681320e-07
1244,2.80674226e-06,6.41310976e-07
1245,2.85387000e-06,6.49486367e-07
1246,2.89961054e-06,6.51061782e-07
1247,2.94257893e-06,6.46175238e-07
1248,2.98118675e-06,6.36339905e-07
1249,3.01133036e-06,5.61824038e-07
1250,3.03435991e-06,6.33055265e-07
1251,3.04862897e-06,6.28132511e-07
1252,3.06054199e-06,6.10031293e-07
1253,3.06734455e-06,5.84809982e-07
1254,3.06854486e-06,5.56520945e-07
1255,3.06427046e-06,5.23104461e-07
1256,3.05553817e-06,4.87364673e-07
1257,3.04214359e-06,4.48886112e-07
1258,3.02306194e-06,4.09196275e-07
1259,2.99931594e-06,3.68045960e-07
1260,2.97178553e-06,3.25260288e-07
1261,2.94209190e-06,2.83008461e-07
1262,2.90924118e-06,2.39142764e-07
1263,2.87417379e-06,1.95551664e-07
1264,2.83779696e-06,1.53541563e-07
1265,2.79988922e-06,1.11697609e-07
1266,2.76030119e-06,8.94519587e-08
1267,2.71890121e-06,2.34360353e-08
1268,2.68186704e-06,2.42658924e-08
1269,2.64970390e-06,7.23521794e-08
1270,2.62002322e-06,9.25541670e-08
1271,2.59359217e-06,1.30809624e-07
1272,2.56988233e-06,1.61361982e-07
1273,2.54810834e-06,1.81245426e-07
1274,2.52921336e-06,2.29780113e-07
1275,2.51342385e-06,2.42121132e-07
1276,2.50093899e-06,2.62486367e-07
1277,2.48971469e-06,2.83453801e-07
1278,2.48253627e-06,2.80269518e-07
1279,2.47991943e-06,3.59575580e-07
1280,2.48050151e-06,3.18930631e-07
1281,2.48555762e-06,4.04211420e-07
1282,2.49291270e-06,3.48833936e-07
1283,2.50411586e-06,4.43501960e-07
1284,2.51720508e-06,3.75203399e-07
1285,2.53237044e-06,4.38507982e-07
1286,2.54966517e-06,4.62578015e-07
1287,2.56931867e-06,4.80664312e-07
1288,2.59107856e-06,4.96042333e-07
1289,2.61501737e-06,5.10528992e-07
1290,2.64068149e-06,5.22658183e-07
1291,2.66759253e-06,5.34072569e-07
1292,2.69560769e-06,5.44037448e-07
1293,2.72414331e-06,5.51332676e-07
1294,2.75310845e-06,5.56487805e-07
1295,2.78146945e-06,5.58719933e-07
1296,2.80911536e-06,5.59382102e-07
1297,2.83543636e-06,5.56695113e-07
1298,2.85988608e-06,5.50657830e-07
1299,2.88211663e-06,5.39261578e-07
1300,2.90142771e-06,5.25157930e-07
1301,2.91870515e-06,5.64210268e-07
1302,2.92833511e-06,3.86986812e-07
1303,2.93207245e-06,4.74544180e-07
1304,2.92891923e-06,3.59117735e-07
1305,2.91792321e-06,2.95500740e-07
1306,2.90034291e-06,2.34542028e-07
1307,2.87696389e-06,1.69736012e-07
1308,2.84874386e-06,1.01661229e-07
1309,2.81720781e-06,3.56802232e-08
1310,2.78356652e-06,5.88284053e-08
1311,2.75109187e-06,1.34036739e-07
1312,2.72221359e-06,2.11431711e-07
1313,2.70015744e-06,2.88643719e-07
1314,2.68708413e-06,3.63447100e-07
1315,2.68441681e-06,4.32976975e-07
1316,2.69293810e-06,4.97971257e-07
1317,2.71249769e-06,5.55175802e-07
1318,2.74289414e-06,6.05017419e-07
1319,2.78212224e-06,6.46132889e-07
1320,2.82826545e-06,6.77318440e-07
1321,2.87924013e-06,7.00108728e-07
1322,2.93279368e-06,7.13778377e-07
1323,2.98720488e-06,7.18383887e-07
1324,3.03973752e-06,7.14735336e-07
1325,3.08671360e-06,7.04712988e-07
1326,3.12990915e-06,6.88311331e-07
1327,3.16340152e-06,6.01238128e-07
1328,3.18879984e-06,6.72805072e-07
1329,3.20795220e-06,6.61997717e-07
1330,3.22278811e-06,6.37299138e-07
1331,3.22377014e-06,6.04780837e-07
1332,3.22155711e-06,5.69399276e-07
1333,3.21295170e-06,5.29111105e-07
1334,3.19787841e-06,4.86726890e-07
1335,3.17678996e-06,4.41700081e-07
1336,3.15013313e-06,3.95666689e-07
1337,3.11898157e-06,3.48770726e-07
1338,3.08249741e-06,3.02436064e-07
1339,3.04149944e-06,2.54253337e-07
1340,2.99772410e-06,2.06750954e-07
1341,2.95148584e-06,1.61050664e-07
1342,2.90632283e-06,1.14325204e-07
1343,2.86105023e-06,7.21490494e-08
1344,2.81590837e-06,3.39585142e-08
1345,2.76974265e-06,2.42607907e-08
1346,2.72549642e-06,7.99526703e-08
1347,2.68452163e-06,1.01512818e-07
1348,2.64696928e-06,1.42784742e-07
1349,2.61354649e-06,1.79841294e-07
1350,2.58475370e-06,2.07004106e-07
1351,2.55972896e-06,2.22367987e-07
1352,2.53905955e-06,2.80984182e-07
1353,2.52342579e-06,2.88400742e-07
1354,2.51248207e-06,2.87615734e-07
1355,2.50755011e-06,3.66015172e-07
1356,2.50639027e-06,3.29170774e-07
1357,2.50897642e-06,4.15921960e-07
1358,2.51462711e-06,3.62671329e-07
1359,2.52537097e-06,4.59767307e-07
