[Name]
Heat Transfer

[Data]
"Accumulated Timestep","RMS H-Energy"
580,1.61518634e-04
581,1.61370932e-04
582,1.60136813e-04
583,1.59082032e-04
584,1.58397233e-04
585,1.57764181e-04
586,1.56525814e-04
587,1.55459493e-04
588,1.54807945e-04
589,1.54674854e-04
590,1.54705907e-04
591,1.54838606e-04
592,1.54348221e-04
593,1.53870205e-04
594,1.53434565e-04
595,1.52214823e-04
596,1.50456792e-04
597,1.48985157e-04
598,1.47709346e-04
599,1.46770646e-04
600,1.45475380e-04
601,1.44201535e-04
602,1.43414873e-04
603,1.43121637e-04
604,1.43304555e-04
605,1.43516692e-04
606,1.43156969e-04
607,1.43137440e-04
608,1.42941368e-04
609,1.42067933e-04
610,1.40760836e-04
611,1.39732263e-04
612,1.39181255e-04
613,1.39033480e-04
614,1.39101860e-04
615,1.38059244e-04
616,1.37194045e-04
617,1.36364135e-04
618,1.35883776e-04
619,1.35850627e-04
620,1.35775015e-04
621,1.34986782e-04
622,1.34573405e-04
623,1.34362766e-04
624,1.34451373e-04
625,1.34154121e-04
626,1.33351699e-04
627,1.32374465e-04
628,1.31506240e-04
629,1.30732282e-04
630,1.29427644e-04
631,1.28439700e-04
632,1.27559149e-04
633,1.26655505e-04
634,1.25968392e-04
635,1.25480699e-04
636,1.24926897e-04
637,1.24602302e-04
638,1.24176207e-04
639,1.23818376e-04
640,1.23716294e-04
641,1.23034974e-04
642,1.22391633e-04
643,1.21734003e-04
644,1.21109973e-04
645,1.20492732e-04
646,1.19920820e-04
647,1.19004639e-04
648,1.18123367e-04
649,1.17384421e-04
650,1.16782867e-04
651,1.16170559e-04
652,1.15333220e-04
653,1.14612470e-04
654,1.14321403e-04
655,1.14120368e-04
656,1.13853188e-04
657,1.13725197e-04
658,1.13379632e-04
659,1.12761489e-04
660,1.12379392e-04
661,1.11814828e-04
662,1.11344772e-04
663,1.10850182e-04
664,1.09877292e-04
665,1.09127977e-04
666,1.08686778e-04
667,1.08382788e-04
668,1.08053617e-04
669,1.07711880e-04
670,1.07340420e-04
671,1.06879947e-04
672,1.06318439e-04
673,1.06040890e-04
674,1.05851941e-04
675,1.05585830e-04
676,1.05342173e-04
677,1.05296698e-04
678,1.04774590e-04
679,1.04244791e-04
680,1.03702288e-04
681,1.03117498e-04
682,1.02599712e-04
683,1.02158680e-04
684,1.01917343e-04
685,1.01713951e-04
686,1.00961879e-04
687,1.00286132e-04
688,9.96976887e-05
689,9.92130590e-05
690,9.88104221e-05
691,9.84936123e-05
692,9.83340797e-05
693,9.82695055e-05
694,9.82146303e-05
695,9.73356291e-05
696,9.65953368e-05
697,9.59637182e-05
698,9.54715288e-05
699,9.51045804e-05
700,9.48814777e-05
701,9.45859865e-05
702,9.42687402e-05
703,9.40721802e-05
704,9.39750971e-05
705,9.39371675e-05
706,9.33508636e-05
707,9.26092544e-05
708,9.18858350e-05
709,9.13253680e-05
710,9.08663496e-05
711,9.04974077e-05
712,9.01505191e-05
713,8.98948565e-05
714,8.97507562e-05
715,8.96758938e-05
716,8.95893681e-05
717,8.95643898e-05
718,8.95704216e-05
719,8.90461379e-05
720,8.84856054e-05
721,8.80691296e-05
722,8.76847262e-05
723,8.72120436e-05
724,8.67319541e-05
725,8.63153691e-05
726,8.60041473e-05
727,8.57557752e-05
728,8.55470644e-05
729,8.53983147e-05
730,8.52510566e-05
731,8.51509394e-05
732,8.50668075e-05
733,8.50632059e-05
734,8.50764554e-05
735,8.51987861e-05
736,8.53487072e-05
737,8.51604273e-05
738,8.46334078e-05
739,8.41455985e-05
740,8.37328116e-05
741,8.34758976e-05
742,8.32197766e-05
743,8.29445344e-05
744,8.26844334e-05
745,8.23924856e-05
746,8.20377536e-05
747,8.17250620e-05
748,8.14680898e-05
749,8.12527069e-05
750,8.10729616e-05
751,8.10040074e-05
752,8.09681442e-05
753,8.09106205e-05
754,8.08805416e-05
755,8.08392360e-05
756,8.08642435e-05
757,8.09410194e-05
758,8.10613710e-05
759,8.12470389e-05
760,8.14462328e-05
761,8.16089087e-05
762,8.16062238e-05
763,8.11396021e-05
764,8.07545584e-05
765,8.04279480e-05
766,8.01411879e-05
767,7.98175606e-05
768,7.94976368e-05
769,7.92408318e-05
770,7.89924015e-05
771,7.87095414e-05
772,7.83662472e-05
773,7.81078852e-05
774,7.79522743e-05
775,7.78344329e-05
776,7.77465684e-05
777,7.76553425e-05
778,7.75843364e-05
779,7.75602675e-05
780,7.76008092e-05
781,7.76504676e-05
782,7.77273744e-05
783,7.77737296e-05
784,7.78187896e-05
785,7.77970199e-05
786,7.76526795e-05
787,7.75596927e-05
788,7.75007647e-05
789,7.75283697e-05
790,7.75530498e-05
791,7.76115194e-05
792,7.76561064e-05
793,7.77232053e-05
794,7.76047891e-05
795,7.74248474e-05
796,7.73360807e-05
797,7.71943160e-05
798,7.71007835e-05
799,7.70417028e-05
800,7.70051411e-05
801,7.69517937e-05
802,7.69145263e-05
803,7.69322505e-05
804,7.70263723e-05
805,7.71394407e-05
806,7.72518906e-05
807,7.73162319e-05
808,7.73083593e-05
809,7.72839849e-05
810,7.72069179e-05
811,7.70307379e-05
812,7.66077064e-05
813,7.60945040e-05
814,7.55772999e-05
815,7.50617692e-05
816,7.45340658e-05
817,7.39170791e-05
818,7.33047709e-05
819,7.27203442e-05
820,7.22079276e-05
821,7.16874492e-05
822,7.11769972e-05
823,7.06684950e-05
824,7.01035460e-05
825,6.95035342e-05
826,6.89232693e-05
827,6.84257393e-05
828,6.79516816e-05
829,6.74733456e-05
830,6.69931324e-05
831,6.64993349e-05
832,6.59954094e-05
833,6.54625983e-05
834,6.49056165e-05
835,6.43347812e-05
836,6.37595585e-05
837,6.30873910e-05
838,6.23819360e-05
839,6.16330726e-05
840,6.08335795e-05
841,5.99824270e-05
842,5.91220451e-05
843,5.83073743e-05
844,5.75363920e-05
845,5.68150826e-05
846,5.61642264e-05
847,5.55496626e-05
848,5.49693395e-05
849,5.44261820e-05
850,5.39082466e-05
851,5.33834827e-05
852,5.28549608e-05
853,5.23357376e-05
854,5.18337874e-05
855,5.14088424e-05
856,5.09892925e-05
857,5.05077187e-05
858,5.00130373e-05
859,4.95413005e-05
860,4.90693274e-05
861,4.85551427e-05
862,4.81118732e-05
863,4.75173838e-05
864,4.68414873e-05
865,4.62727367e-05
866,4.57344722e-05
867,4.52385211e-05
868,4.47825769e-05
869,4.43460594e-05
870,4.39207615e-05
871,4.34614667e-05
872,4.30010878e-05
873,4.25643484e-05
874,4.21525474e-05
875,4.17743104e-05
876,4.14021670e-05
877,4.10854773e-05
878,4.08383275e-05
879,4.06537838e-05
880,4.05071623e-05
881,4.03803933e-05
882,4.02650221e-05
883,4.01418802e-05
884,3.99999626e-05
885,3.98404918e-05
886,3.96704891e-05
887,3.95241514e-05
888,3.94479575e-05
889,3.94207018e-05
890,3.94524177e-05
891,3.94962190e-05
892,3.95238530e-05
893,3.94933304e-05
894,3.94089002e-05
895,3.93268165e-05
896,3.92877955e-05
897,3.93482005e-05
898,3.95406787e-05
899,3.98276134e-05
900,4.01111793e-05
901,4.02781152e-05
902,4.02762053e-05
903,4.01293255e-05
904,3.99184828e-05
905,3.97362892e-05
906,3.96598844e-05
907,3.97176773e-05
908,3.98477423e-05
909,3.99666496e-05
910,3.99949568e-05
911,3.99465353e-05
912,3.98809389e-05
913,3.98272678e-05
914,3.97661388e-05
915,3.97478398e-05
916,3.97143885e-05
917,3.96170581e-05
918,3.94476046e-05
919,3.92420261e-05
920,3.90676068e-05
921,3.90120913e-05
922,3.90468231e-05
923,3.90865971e-05
924,3.90259665e-05
925,3.88574845e-05
926,3.86312822e-05
927,3.84268096e-05
928,3.82534963e-05
929,3.81354876e-05
930,3.80419478e-05
931,3.79285520e-05
932,3.77555079e-05
933,3.75502641e-05
934,3.73344701e-05
935,3.71473616e-05
936,3.70194794e-05
937,3.68807523e-05
938,3.66827408e-05
939,3.64351035e-05
940,3.62012870e-05
941,3.60041995e-05
942,3.58030957e-05
943,3.56157470e-05
944,3.54528820e-05
945,3.53131727e-05
946,3.51244380e-05
947,3.49073889e-05
948,3.47155983e-05
949,3.45605004e-05
950,3.44208747e-05
951,3.42434796e-05
952,3.40192128e-05
953,3.37917154e-05
954,3.36162702e-05
955,3.34718461e-05
956,3.33315656e-05
957,3.32298696e-05
958,3.31327392e-05
959,3.30156181e-05
960,3.28737078e-05
961,3.27011257e-05
962,3.25039291e-05
963,3.23632557e-05
964,3.22509622e-05
965,3.21199259e-05
966,3.19540995e-05
967,3.17954873e-05
968,3.16752230e-05
969,3.15841207e-05
970,3.15217658e-05
971,3.14690587e-05
972,3.14182762e-05
973,3.13827986e-05
974,3.13488308e-05
975,3.13237251e-05
976,3.12501143e-05
977,3.11620097e-05
978,3.11026815e-05
979,3.10932737e-05
980,3.10695686e-05
981,3.10331343e-05
982,3.09690622e-05
983,3.08660055e-05
984,3.07701484e-05
985,3.07086084e-05
986,3.06855582e-05
987,3.07066875e-05
988,3.07251721e-05
989,3.07203518e-05
990,3.07439113e-05
991,3.07925075e-05
992,3.07998671e-05
993,3.07720584e-05
994,3.07204755e-05
995,3.06988550e-05
996,3.06621478e-05
997,3.07018781e-05
998,3.06793190e-05
999,3.07053633e-05
1000,3.06574184e-05
1001,3.05829635e-05
1002,3.05018057e-05
1003,3.04249716e-05
1004,3.04266214e-05
1005,3.03646975e-05
1006,3.03460529e-05
1007,3.03046236e-05
1008,3.02930894e-05
1009,3.02872450e-05
1010,3.02531334e-05
1011,3.01990767e-05
1012,3.01312048e-05
1013,3.01041637e-05
1014,3.00865468e-05
1015,3.00840384e-05
1016,3.01141572e-05
1017,3.01343898e-05
1018,3.01107084e-05
1019,3.00331922e-05
1020,2.99442163e-05
1021,2.98648847e-05
1022,2.97870065e-05
1023,2.97235147e-05
1024,2.96695816e-05
1025,2.96074631e-05
1026,2.95824248e-05
1027,2.96030503e-05
1028,2.96116996e-05
1029,2.95802656e-05
1030,2.94857364e-05
1031,2.93646008e-05
1032,2.92217483e-05
1033,2.90873231e-05
1034,2.89875461e-05
1035,2.89100572e-05
1036,2.88524607e-05
1037,2.87757503e-05
1038,2.86535778e-05
1039,2.85198294e-05
1040,2.84116395e-05
1041,2.83081627e-05
1042,2.81784323e-05
1043,2.80021632e-05
1044,2.78025418e-05
1045,2.76208721e-05
1046,2.74551603e-05
1047,2.72915186e-05
1048,2.70990295e-05
1049,2.69129268e-05
1050,2.67418363e-05
1051,2.65585568e-05
1052,2.63853381e-05
1053,2.61510795e-05
1054,2.60183588e-05
1055,3.01201853e-05
1056,2.61121913e-05
1057,3.84883242e-05
1058,2.58020464e-05
1059,2.49474779e-05
1060,2.46375057e-05
1061,2.44384482e-05
1062,2.42646038e-05
1063,2.40522804e-05
1064,2.38271386e-05
1065,2.35914267e-05
1066,2.33474802e-05
1067,2.30995374e-05
1068,2.28450735e-05
1069,2.25940785e-05
1070,2.23628740e-05
1071,2.21461069e-05
1072,2.18841324e-05
1073,2.16042135e-05
1074,2.13315234e-05
1075,2.10741146e-05
1076,2.08125966e-05
1077,2.06107452e-05
1078,2.07995017e-05
1079,2.19784615e-05
1080,2.03191667e-05
1081,2.31283866e-05
1082,1.95404536e-05
1083,1.90899591e-05
1084,1.87884416e-05
1085,1.85122954e-05
1086,1.82453605e-05
1087,1.79945764e-05
1088,1.77483362e-05
1089,1.74796678e-05
1090,1.72032724e-05
1091,1.69382256e-05
1092,1.66856062e-05
1093,1.64381800e-05
1094,1.61953994e-05
1095,1.59612864e-05
1096,1.57371996e-05
1097,1.55069229e-05
1098,1.52935972e-05
1099,1.50896649e-05
1100,1.48872423e-05
1101,1.46647653e-05
1102,1.44529504e-05
1103,1.42312128e-05
1104,1.40131269e-05
1105,1.38103442e-05
1106,1.36436374e-05
1107,1.35655437e-05
1108,1.35626042e-05
1109,1.30666458e-05
1110,1.28895863e-05
1111,1.27441599e-05
1112,1.26156447e-05
1113,1.25268080e-05
1114,1.24734024e-05
1115,1.24195130e-05
1116,1.23030686e-05
1117,1.21153798e-05
1118,1.19149372e-05
1119,1.17884829e-05
1120,1.17088166e-05
1121,1.16215051e-05
1122,1.14909617e-05
1123,1.13373862e-05
1124,1.11938771e-05
1125,1.10726987e-05
1126,1.09675748e-05
1127,1.08971744e-05
1128,1.08569593e-05
1129,1.08191343e-05
1130,1.07287497e-05
1131,1.05814588e-05
1132,1.04652590e-05
1133,1.03698721e-05
1134,1.02925997e-05
1135,1.01968453e-05
1136,1.01012838e-05
1137,9.99125223e-06
1138,9.88779811e-06
1139,9.79473589e-06
1140,9.71270219e-06
1141,9.63972889e-06
1142,9.57480825e-06
1143,9.51826860e-06
1144,9.47205990e-06
1145,9.44079238e-06
1146,9.38576886e-06
1147,9.33817864e-06
1148,9.29252201e-06
1149,9.23134121e-06
1150,9.17353827e-06
1151,9.12558153e-06
1152,9.08417314e-06
1153,9.04463559e-06
1154,9.00701161e-06
1155,8.97611244e-06
1156,8.95416451e-06
1157,8.93125616e-06
1158,8.90893989e-06
1159,8.89078456e-06
1160,8.87603528e-06
1161,8.85742247e-06
1162,8.86334146e-06
1163,8.90017873e-06
1164,8.96858273e-06
1165,9.02201373e-06
1166,9.00988834e-06
1167,8.94921868e-06
1168,8.91899072e-06
1169,8.96217807e-06
1170,9.02598640e-06
1171,9.07082995e-06
1172,9.09274149e-06
1173,9.08407310e-06
1174,9.05493289e-06
1175,8.96546862e-06
1176,8.91509080e-06
1177,8.86732596e-06
1178,8.91283435e-06
1179,8.95506946e-06
1180,9.00547820e-06
1181,9.06526111e-06
1182,9.14663451e-06
1183,9.20188177e-06
1184,9.23513198e-06
1185,9.20889670e-06
1186,9.18262413e-06
1187,9.15928467e-06
1188,9.13954773e-06
1189,9.12032101e-06
1190,9.10205017e-06
1191,9.08435868e-06
1192,9.06593414e-06
1193,9.04706485e-06
1194,9.02909323e-06
1195,9.01124076e-06
1196,8.99249972e-06
1197,8.97360860e-06
1198,8.95415087e-06
1199,8.93275137e-06
1200,8.91033415e-06
1201,8.88751038e-06
1202,8.86506041e-06
1203,8.84301062e-06
1204,8.82048425e-06
1205,8.80214429e-06
1206,8.78045739e-06
1207,8.77630191e-06
1208,8.82999211e-06
1209,8.98403960e-06
1210,9.24024971e-06
1211,9.45167358e-06
1212,9.52695336e-06
1213,9.55224641e-06
1214,9.55845189e-06
1215,9.55559790e-06
1216,9.56072199e-06
1217,9.53728795e-06
1218,9.53969175e-06
1219,9.56359236e-06
1220,9.61064961e-06
1221,9.67329652e-06
1222,9.71784630e-06
1223,9.75070998e-06
1224,9.83546670e-06
1225,9.87290241e-06
1226,9.86837676e-06
1227,9.82759320e-06
1228,9.77381569e-06
1229,9.71257214e-06
1230,9.63722323e-06
1231,9.55022188e-06
1232,9.44969361e-06
1233,9.32935200e-06
1234,9.22826894e-06
1235,9.14216162e-06
1236,9.06669629e-06
