[Name]
Plot Monitor 1

[Data]
"Accumulated Timestep","U-Mom Boundary Flow on INLET"
1230,6.46227625e+05
1231,6.46227688e+05
1232,6.46227750e+05
1233,6.46227750e+05
1234,6.46227812e+05
1235,6.46227875e+05
1236,6.46227938e+05
1237,6.46228000e+05
1238,6.46228062e+05
1239,6.46228125e+05
1240,6.46228125e+05
1241,6.46228188e+05
1242,6.46228250e+05
1243,6.46228312e+05
1244,6.46228375e+05
1245,6.46228438e+05
1246,6.46228500e+05
1247,6.46228562e+05
1248,6.46228625e+05
1249,6.46228625e+05
1250,6.46228688e+05
1251,6.46228750e+05
1252,6.46228812e+05
1253,6.46228875e+05
1254,6.46228938e+05
1255,6.46229000e+05
1256,6.46229062e+05
1257,6.46229125e+05
1258,6.46229188e+05
1259,6.46229250e+05
1260,6.46229312e+05
1261,6.46229312e+05
1262,6.46229375e+05
1263,6.46229438e+05
1264,6.46229500e+05
1265,6.46229562e+05
1266,6.46229625e+05
1267,6.46229688e+05
1268,6.46229750e+05
1269,6.46229812e+05
1270,6.46229875e+05
1271,6.46229938e+05
1272,6.46230000e+05
1273,6.46230062e+05
1274,6.46230125e+05
1275,6.46230188e+05
1276,6.46230250e+05
1277,6.46230312e+05
1278,6.46230375e+05
1279,6.46230438e+05
1280,6.46230500e+05
1281,6.46230500e+05
1282,6.46230562e+05
1283,6.46230625e+05
1284,6.46230688e+05
1285,6.46230750e+05
1286,6.46230812e+05
1287,6.46230875e+05
1288,6.46230938e+05
1289,6.46231000e+05
1290,6.46231062e+05
1291,6.46231125e+05
1292,6.46231188e+05
1293,6.46231250e+05
1294,6.46231312e+05
1295,6.46231375e+05
1296,6.46231438e+05
1297,6.46231500e+05
1298,6.46231562e+05
1299,6.46231625e+05
1300,6.46231688e+05
1301,6.46231750e+05
1302,6.46231812e+05
1303,6.46231875e+05
1304,6.46231938e+05
1305,6.46232000e+05
1306,6.46232062e+05
1307,6.46232125e+05
1308,6.46232188e+05
1309,6.46232250e+05
1310,6.46232312e+05
1311,6.46232375e+05
1312,6.46232438e+05
1313,6.46232500e+05
1314,6.46232562e+05
1315,6.46232625e+05
1316,6.46232688e+05
1317,6.46232750e+05
1318,6.46232812e+05
1319,6.46232875e+05
1320,6.46232938e+05
1321,6.46233000e+05
1322,6.46233062e+05
1323,6.46233125e+05
1324,6.46233188e+05
1325,6.46233250e+05
1326,6.46233312e+05
1327,6.46233375e+05
1328,6.46233438e+05
1329,6.46233500e+05
1330,6.46233562e+05
1331,6.46233625e+05
1332,6.46233688e+05
1333,6.46233750e+05
1334,6.46233812e+05
1335,6.46233875e+05
1336,6.46233938e+05
1337,6.46234000e+05
1338,6.46234062e+05
1339,6.46234125e+05
1340,6.46234188e+05
1341,6.46234250e+05
1342,6.46234312e+05
1343,6.46234375e+05
1344,6.46234438e+05
1345,6.46234500e+05
1346,6.46234562e+05
1347,6.46234625e+05
1348,6.46234688e+05
1349,6.46234750e+05
1350,6.46234812e+05
1351,6.46234875e+05
1352,6.46234938e+05
1353,6.46235000e+05
1354,6.46235062e+05
1355,6.46235125e+05
1356,6.46235188e+05
1357,6.46235250e+05
1358,6.46235312e+05
1359,6.46235375e+05
1360,6.46235438e+05
1361,6.46235500e+05
1362,6.46235562e+05
1363,6.46235625e+05
1364,6.46235688e+05
1365,6.46235750e+05
1366,6.46235812e+05
1367,6.46235875e+05
1368,6.46235938e+05
1369,6.46236000e+05
1370,6.46236062e+05
1371,6.46236125e+05
1372,6.46236188e+05
1373,6.46236250e+05
1374,6.46236312e+05
1375,6.46236375e+05
1376,6.46236438e+05
1377,6.46236500e+05
1378,6.46236562e+05
1379,6.46236625e+05
1380,6.46236688e+05
1381,6.46236750e+05
1382,6.46236812e+05
1383,6.46236875e+05
1384,6.46236938e+05
1385,6.46237000e+05
1386,6.46237062e+05
1387,6.46237125e+05
1388,6.46237188e+05
1389,6.46237250e+05
1390,6.46237312e+05
1391,6.46237375e+05
1392,6.46237438e+05
1393,6.46237500e+05
1394,6.46237562e+05
1395,6.46237625e+05
1396,6.46237688e+05
1397,6.46237750e+05
1398,6.46237812e+05
1399,6.46237875e+05
1400,6.46237938e+05
1401,6.46238000e+05
1402,6.46238000e+05
1403,6.46238062e+05
1404,6.46238125e+05
1405,6.46238188e+05
1406,6.46238250e+05
1407,6.46238312e+05
1408,6.46238375e+05
1409,6.46238438e+05
1410,6.46238500e+05
1411,6.46238562e+05
1412,6.46238625e+05
1413,6.46238688e+05
1414,6.46238750e+05
1415,6.46238812e+05
1416,6.46238875e+05
1417,6.46238938e+05
1418,6.46239000e+05
1419,6.46239062e+05
1420,6.46239125e+05
1421,6.46239188e+05
1422,6.46239250e+05
1423,6.46239312e+05
1424,6.46239375e+05
1425,6.46239438e+05
1426,6.46239500e+05
1427,6.46239562e+05
1428,6.46239625e+05
1429,6.46239688e+05
1430,6.46239750e+05
1431,6.46239812e+05
1432,6.46239875e+05
1433,6.46239938e+05
1434,6.46240000e+05
1435,6.46240000e+05
1436,6.46240062e+05
1437,6.46240125e+05
1438,6.46240188e+05
1439,6.46240250e+05
1440,6.46240312e+05
1441,6.46240375e+05
1442,6.46240438e+05
1443,6.46240500e+05
1444,6.46240562e+05
1445,6.46240625e+05
1446,6.46240688e+05
1447,6.46240750e+05
1448,6.46240812e+05
1449,6.46240875e+05
1450,6.46240938e+05
1451,6.46241000e+05
1452,6.46241062e+05
1453,6.46241125e+05
1454,6.46241188e+05
1455,6.46241250e+05
1456,6.46241312e+05
1457,6.46241375e+05
1458,6.46241438e+05
1459,6.46241500e+05
1460,6.46241562e+05
1461,6.46241625e+05
1462,6.46241688e+05
1463,6.46241688e+05
1464,6.46241750e+05
1465,6.46241812e+05
1466,6.46241875e+05
1467,6.46241938e+05
1468,6.46242000e+05
1469,6.46242062e+05
1470,6.46242125e+05
1471,6.46242188e+05
1472,6.46242250e+05
1473,6.46242312e+05
1474,6.46242375e+05
1475,6.46242438e+05
1476,6.46242500e+05
1477,6.46242562e+05
1478,6.46242625e+05
1479,6.46242688e+05
1480,6.46242750e+05
1481,6.46242812e+05
1482,6.46242875e+05
1483,6.46242938e+05
1484,6.46243000e+05
1485,6.46243000e+05
1486,6.46243062e+05
1487,6.46243125e+05
1488,6.46243188e+05
1489,6.46243250e+05
1490,6.46243312e+05
1491,6.46243375e+05
1492,6.46243438e+05
1493,6.46243500e+05
1494,6.46243562e+05
1495,6.46243625e+05
1496,6.46243688e+05
1497,6.46243750e+05
1498,6.46243812e+05
1499,6.46243875e+05
1500,6.46243938e+05
1501,6.46244000e+05
1502,6.46244062e+05
1503,6.46244125e+05
1504,6.46244188e+05
1505,6.46244250e+05
1506,6.46244312e+05
1507,6.46244375e+05
1508,6.46244438e+05
1509,6.46244500e+05
1510,6.46244500e+05
1511,6.46244562e+05
1512,6.46244625e+05
1513,6.46244688e+05
1514,6.46244750e+05
1515,6.46244812e+05
1516,6.46244875e+05
1517,6.46244938e+05
1518,6.46245000e+05
1519,6.46245062e+05
1520,6.46245125e+05
1521,6.46245188e+05
1522,6.46245250e+05
1523,6.46245312e+05
1524,6.46245375e+05
1525,6.46245438e+05
1526,6.46245500e+05
1527,6.46245562e+05
1528,6.46245625e+05
1529,6.46245688e+05
1530,6.46245750e+05
1531,6.46245812e+05
1532,6.46245875e+05
1533,6.46245938e+05
1534,6.46246000e+05
1535,6.46246000e+05
1536,6.46246062e+05
1537,6.46246125e+05
1538,6.46246188e+05
1539,6.46246250e+05
1540,6.46246312e+05
1541,6.46246375e+05
1542,6.46246438e+05
1543,6.46246500e+05
1544,6.46246562e+05
1545,6.46246625e+05
1546,6.46246688e+05
1547,6.46246750e+05
1548,6.46246812e+05
1549,6.46246875e+05
1550,6.46246938e+05
1551,6.46247000e+05
1552,6.46247062e+05
1553,6.46247125e+05
1554,6.46247188e+05
1555,6.46247250e+05
1556,6.46247312e+05
1557,6.46247375e+05
1558,6.46247438e+05
1559,6.46247500e+05
1560,6.46247562e+05
1561,6.46247625e+05
1562,6.46247688e+05
1563,6.46247750e+05
1564,6.46247812e+05
1565,6.46247875e+05
1566,6.46247938e+05
1567,6.46248000e+05
1568,6.46248062e+05
1569,6.46248125e+05
1570,6.46248188e+05
1571,6.46248250e+05
1572,6.46248250e+05
1573,6.46248312e+05
1574,6.46248375e+05
1575,6.46248438e+05
1576,6.46248500e+05
1577,6.46248562e+05
1578,6.46248625e+05
1579,6.46248688e+05
1580,6.46248750e+05
1581,6.46248812e+05
1582,6.46248875e+05
1583,6.46248938e+05
1584,6.46249000e+05
1585,6.46249062e+05
1586,6.46249125e+05
1587,6.46249188e+05
1588,6.46249250e+05
1589,6.46249312e+05
1590,6.46249375e+05
1591,6.46249438e+05
1592,6.46249500e+05
1593,6.46249562e+05
1594,6.46249625e+05
1595,6.46249688e+05
1596,6.46249750e+05
1597,6.46249812e+05
1598,6.46249875e+05
1599,6.46249938e+05
1600,6.46250000e+05
1601,6.46250062e+05
1602,6.46250125e+05
1603,6.46250188e+05
1604,6.46250250e+05
1605,6.46250312e+05
1606,6.46250375e+05
1607,6.46250438e+05
1608,6.46250500e+05
1609,6.46250562e+05
1610,6.46250625e+05
1611,6.46250688e+05
1612,6.46250750e+05
1613,6.46250812e+05
1614,6.46250875e+05
1615,6.46250938e+05
1616,6.46251000e+05
1617,6.46251062e+05
1618,6.46251125e+05
1619,6.46251188e+05
1620,6.46251250e+05
1621,6.46251312e+05
1622,6.46251375e+05
1623,6.46251438e+05
1624,6.46251500e+05
1625,6.46251562e+05
1626,6.46251625e+05
1627,6.46251688e+05
1628,6.46251750e+05
1629,6.46251812e+05
1630,6.46251875e+05
1631,6.46251938e+05
1632,6.46252000e+05
1633,6.46252062e+05
1634,6.46252125e+05
1635,6.46252188e+05
1636,6.46252250e+05
1637,6.46252312e+05
1638,6.46252375e+05
1639,6.46252438e+05
1640,6.46252500e+05
1641,6.46252562e+05
1642,6.46252625e+05
1643,6.46252688e+05
1644,6.46252750e+05
1645,6.46252750e+05
1646,6.46252875e+05
1647,6.46252938e+05
1648,6.46253000e+05
1649,6.46253000e+05
1650,6.46253062e+05
1651,6.46253188e+05
1652,6.46253250e+05
1653,6.46253250e+05
1654,6.46253312e+05
1655,6.46253438e+05
1656,6.46253500e+05
1657,6.46253500e+05
1658,6.46253562e+05
1659,6.46253625e+05
1660,6.46253750e+05
1661,6.46253750e+05
1662,6.46253812e+05
1663,6.46253875e+05
1664,6.46254000e+05
1665,6.46254000e+05
1666,6.46254062e+05
1667,6.46254125e+05
1668,6.46254188e+05
1669,6.46254250e+05
1670,6.46254312e+05
1671,6.46254375e+05
1672,6.46254438e+05
1673,6.46254500e+05
1674,6.46254562e+05
1675,6.46254625e+05
1676,6.46254688e+05
1677,6.46254750e+05
1678,6.46254812e+05
1679,6.46254875e+05
1680,6.46254938e+05
1681,6.46255000e+05
1682,6.46255062e+05
1683,6.46255125e+05
1684,6.46255188e+05
1685,6.46255250e+05
1686,6.46255312e+05
1687,6.46255375e+05
1688,6.46255438e+05
1689,6.46255500e+05
1690,6.46255562e+05
1691,6.46255625e+05
1692,6.46255688e+05
1693,6.46255750e+05
1694,6.46255812e+05
1695,6.46255875e+05
1696,6.46255938e+05
1697,6.46256000e+05
1698,6.46256062e+05
1699,6.46256125e+05
1700,6.46256188e+05
1701,6.46256250e+05
1702,6.46256312e+05
1703,6.46256375e+05
1704,6.46256438e+05
1705,6.46256500e+05
1706,6.46256562e+05
1707,6.46256625e+05
1708,6.46256688e+05
1709,6.46256750e+05
1710,6.46256812e+05
1711,6.46256875e+05
1712,6.46256938e+05
1713,6.46257000e+05
1714,6.46257062e+05
1715,6.46257125e+05
1716,6.46257188e+05
1717,6.46257250e+05
1718,6.46257312e+05
1719,6.46257375e+05
1720,6.46257438e+05
1721,6.46257500e+05
1722,6.46257562e+05
1723,6.46257625e+05
1724,6.46257688e+05
1725,6.46257750e+05
1726,6.46257812e+05
1727,6.46257875e+05
1728,6.46257938e+05
1729,6.46258000e+05
1730,6.46258062e+05
1731,6.46258125e+05
1732,6.46258188e+05
1733,6.46258250e+05
1734,6.46258312e+05
1735,6.46258375e+05
1736,6.46258438e+05
1737,6.46258500e+05
1738,6.46258562e+05
1739,6.46258625e+05
1740,6.46258688e+05
1741,6.46258750e+05
1742,6.46258812e+05
1743,6.46258875e+05
1744,6.46258938e+05
1745,6.46259000e+05
1746,6.46259062e+05
1747,6.46259125e+05
1748,6.46259188e+05
1749,6.46259250e+05
1750,6.46259312e+05
1751,6.46259375e+05
1752,6.46259438e+05
1753,6.46259500e+05
1754,6.46259562e+05
1755,6.46259625e+05
1756,6.46259688e+05
1757,6.46259750e+05
1758,6.46259812e+05
1759,6.46259875e+05
1760,6.46259938e+05
1761,6.46260000e+05
1762,6.46260062e+05
1763,6.46260125e+05
1764,6.46260188e+05
1765,6.46260250e+05
1766,6.46260312e+05
1767,6.46260375e+05
1768,6.46260438e+05
1769,6.46260500e+05
1770,6.46260562e+05
1771,6.46260625e+05
1772,6.46260688e+05
1773,6.46260750e+05
1774,6.46260812e+05
1775,6.46260875e+05
1776,6.46260938e+05
1777,6.46261000e+05
1778,6.46261062e+05
1779,6.46261125e+05
1780,6.46261188e+05
1781,6.46261250e+05
1782,6.46261312e+05
1783,6.46261375e+05
1784,6.46261438e+05
1785,6.46261500e+05
1786,6.46261562e+05
1787,6.46261625e+05
1788,6.46261688e+05
1789,6.46261750e+05
1790,6.46261812e+05
1791,6.46261875e+05
1792,6.46261938e+05
1793,6.46262000e+05
1794,6.46262062e+05
1795,6.46262125e+05
1796,6.46262188e+05
1797,6.46262250e+05
1798,6.46262312e+05
1799,6.46262375e+05
1800,6.46262438e+05
1801,6.46262500e+05
1802,6.46262562e+05
1803,6.46262625e+05
1804,6.46262688e+05
1805,6.46262750e+05
1806,6.46262750e+05
1807,6.46262812e+05
1808,6.46262938e+05
1809,6.46263000e+05
1810,6.46263000e+05
1811,6.46263062e+05
1812,6.46263125e+05
1813,6.46263188e+05
1814,6.46263250e+05
1815,6.46263312e+05
1816,6.46263375e+05
1817,6.46263438e+05
1818,6.46263500e+05
1819,6.46263562e+05
1820,6.46263625e+05
1821,6.46263688e+05
1822,6.46263750e+05
1823,6.46263812e+05
1824,6.46263875e+05
1825,6.46263938e+05
1826,6.46264000e+05
1827,6.46264062e+05
1828,6.46264125e+05
1829,6.46264188e+05
1830,6.46264250e+05
1831,6.46264312e+05
1832,6.46264375e+05
1833,6.46264438e+05
1834,6.46264500e+05
1835,6.46264562e+05
1836,6.46264625e+05
1837,6.46264688e+05
1838,6.46264750e+05
1839,6.46264812e+05
1840,6.46264875e+05
1841,6.46264938e+05
1842,6.46265000e+05
1843,6.46265062e+05
1844,6.46265125e+05
1845,6.46265188e+05
1846,6.46265250e+05
1847,6.46265312e+05
1848,6.46265375e+05
1849,6.46265438e+05
1850,6.46265500e+05
1851,6.46265562e+05
1852,6.46265625e+05
1853,6.46265688e+05
1854,6.46265750e+05
1855,6.46265812e+05
1856,6.46265875e+05
1857,6.46265938e+05
1858,6.46266000e+05
1859,6.46266062e+05
1860,6.46266125e+05
1861,6.46266188e+05
1862,6.46266250e+05
1863,6.46266312e+05
1864,6.46266375e+05
1865,6.46266438e+05
1866,6.46266500e+05
1867,6.46266562e+05
1868,6.46266625e+05
1869,6.46266688e+05
1870,6.46266750e+05
1871,6.46266750e+05
1872,6.46266875e+05
1873,6.46266938e+05
1874,6.46267000e+05
1875,6.46267000e+05
1876,6.46267062e+05
1877,6.46267125e+05
1878,6.46267188e+05
1879,6.46267250e+05
1880,6.46267312e+05
1881,6.46267375e+05
1882,6.46267438e+05
1883,6.46267500e+05
1884,6.46267562e+05
1885,6.46267625e+05
1886,6.46267688e+05
1887,6.46267750e+05
1888,6.46267812e+05
1889,6.46267875e+05
1890,6.46267938e+05
1891,6.46268000e+05
1892,6.46268062e+05
1893,6.46268125e+05
1894,6.46268188e+05
1895,6.46268250e+05
1896,6.46268312e+05
1897,6.46268375e+05
1898,6.46268438e+05
1899,6.46268500e+05
1900,6.46268562e+05
1901,6.46268625e+05
1902,6.46268688e+05
1903,6.46268750e+05
1904,6.46268812e+05
1905,6.46268875e+05
1906,6.46268938e+05
1907,6.46269000e+05
1908,6.46269062e+05
1909,6.46269125e+05
1910,6.46269188e+05
1911,6.46269250e+05
1912,6.46269312e+05
1913,6.46269375e+05
1914,6.46269438e+05
1915,6.46269500e+05
1916,6.46269562e+05
1917,6.46269625e+05
1918,6.46269688e+05
1919,6.46269750e+05
1920,6.46269812e+05
1921,6.46269875e+05
1922,6.46269938e+05
1923,6.46270000e+05
1924,6.46270062e+05
1925,6.46270125e+05
1926,6.46270188e+05
1927,6.46270250e+05
1928,6.46270250e+05
1929,6.46270312e+05
1930,6.46270438e+05
1931,6.46270500e+05
1932,6.46270500e+05
1933,6.46270562e+05
1934,6.46270625e+05
1935,6.46270688e+05
1936,6.46270750e+05
1937,6.46270812e+05
1938,6.46270875e+05
1939,6.46270938e+05
1940,6.46271000e+05
1941,6.46271062e+05
1942,6.46271125e+05
1943,6.46271188e+05
1944,6.46271250e+05
1945,6.46271312e+05
1946,6.46271375e+05
1947,6.46271438e+05
1948,6.46271500e+05
1949,6.46271562e+05
1950,6.46271625e+05
1951,6.46271688e+05
1952,6.46271750e+05
1953,6.46271812e+05
1954,6.46271875e+05
1955,6.46271938e+05
1956,6.46272000e+05
1957,6.46272062e+05
1958,6.46272125e+05
1959,6.46272188e+05
1960,6.46272250e+05
1961,6.46272312e+05
1962,6.46272375e+05
1963,6.46272438e+05
1964,6.46272500e+05
1965,6.46272562e+05
1966,6.46272625e+05
1967,6.46272688e+05
1968,6.46272750e+05
1969,6.46272812e+05
1970,6.46272875e+05
1971,6.46272938e+05
1972,6.46273000e+05
1973,6.46273062e+05
1974,6.46273125e+05
1975,6.46273188e+05
1976,6.46273250e+05
1977,6.46273250e+05
1978,6.46273312e+05
1979,6.46273438e+05
1980,6.46273500e+05
1981,6.46273500e+05
1982,6.46273562e+05
1983,6.46273625e+05
1984,6.46273688e+05
1985,6.46273750e+05
1986,6.46273812e+05
1987,6.46273875e+05
1988,6.46273938e+05
1989,6.46274000e+05
1990,6.46274062e+05
1991,6.46274125e+05
1992,6.46274188e+05
1993,6.46274250e+05
1994,6.46274312e+05
1995,6.46274375e+05
1996,6.46274438e+05
1997,6.46274500e+05
1998,6.46274562e+05
1999,6.46274625e+05
2000,6.46274688e+05
2001,6.46274750e+05
2002,6.46274812e+05
2003,6.46274875e+05
2004,6.46274938e+05
2005,6.46275000e+05
2006,6.46275062e+05
2007,6.46275125e+05
2008,6.46275188e+05
2009,6.46275250e+05
2010,6.46275312e+05
2011,6.46275375e+05
2012,6.46275438e+05
2013,6.46275500e+05
2014,6.46275562e+05
2015,6.46275625e+05
2016,6.46275688e+05
2017,6.46275750e+05
2018,6.46275812e+05
2019,6.46275875e+05
2020,6.46275938e+05
2021,6.46276000e+05
2022,6.46276000e+05
2023,6.46276062e+05
2024,6.46276125e+05
2025,6.46276188e+05
2026,6.46276250e+05
2027,6.46276312e+05
2028,6.46276375e+05
2029,6.46276438e+05
2030,6.46276500e+05
2031,6.46276562e+05
2032,6.46276625e+05
2033,6.46276688e+05
2034,6.46276750e+05
2035,6.46276812e+05
2036,6.46276875e+05
2037,6.46276938e+05
2038,6.46277000e+05
2039,6.46277062e+05
2040,6.46277125e+05
2041,6.46277188e+05
2042,6.46277250e+05
2043,6.46277312e+05
2044,6.46277375e+05
2045,6.46277438e+05
2046,6.46277500e+05
2047,6.46277562e+05
2048,6.46277625e+05
2049,6.46277688e+05
2050,6.46277750e+05
2051,6.46277812e+05
2052,6.46277875e+05
2053,6.46277938e+05
2054,6.46278000e+05
2055,6.46278062e+05
2056,6.46278125e+05
2057,6.46278188e+05
2058,6.46278250e+05
2059,6.46278250e+05
2060,6.46278312e+05
2061,6.46278375e+05
2062,6.46278438e+05
2063,6.46278500e+05
2064,6.46278562e+05
2065,6.46278625e+05
2066,6.46278688e+05
2067,6.46278750e+05
2068,6.46278812e+05
2069,6.46278875e+05
2070,6.46278938e+05
2071,6.46279000e+05
2072,6.46279062e+05
2073,6.46279125e+05
2074,6.46279188e+05
2075,6.46279250e+05
2076,6.46279312e+05
2077,6.46279375e+05
2078,6.46279438e+05
2079,6.46279500e+05
2080,6.46279562e+05
2081,6.46279625e+05
2082,6.46279688e+05
2083,6.46279750e+05
2084,6.46279812e+05
2085,6.46279875e+05
2086,6.46279938e+05
2087,6.46280000e+05
2088,6.46280062e+05
2089,6.46280125e+05
2090,6.46280188e+05
2091,6.46280250e+05
2092,6.46280250e+05
2093,6.46280312e+05
2094,6.46280375e+05
2095,6.46280438e+05
2096,6.46280500e+05
2097,6.46280562e+05
2098,6.46280625e+05
2099,6.46280688e+05
2100,6.46280750e+05
2101,6.46280812e+05
2102,6.46280875e+05
2103,6.46280938e+05
2104,6.46281000e+05
2105,6.46281062e+05
2106,6.46281125e+05
2107,6.46281188e+05
2108,6.46281250e+05
2109,6.46281312e+05
2110,6.46281375e+05
2111,6.46281438e+05
2112,6.46281500e+05
2113,6.46281562e+05
2114,6.46281625e+05
2115,6.46281688e+05
2116,6.46281750e+05
2117,6.46281812e+05
2118,6.46281875e+05
2119,6.46281938e+05
2120,6.46282000e+05
2121,6.46282062e+05
2122,6.46282125e+05
2123,6.46282188e+05
2124,6.46282250e+05
2125,6.46282250e+05
2126,6.46282312e+05
2127,6.46282375e+05
2128,6.46282438e+05
2129,6.46282500e+05
2130,6.46282562e+05
2131,6.46282625e+05
2132,6.46282688e+05
2133,6.46282750e+05
2134,6.46282812e+05
2135,6.46282875e+05
2136,6.46282938e+05
2137,6.46283000e+05
2138,6.46283062e+05
2139,6.46283125e+05
2140,6.46283188e+05
2141,6.46283250e+05
2142,6.46283312e+05
2143,6.46283375e+05
2144,6.46283438e+05
2145,6.46283500e+05
2146,6.46283562e+05
2147,6.46283625e+05
2148,6.46283688e+05
2149,6.46283750e+05
2150,6.46283750e+05
2151,6.46283812e+05
2152,6.46283875e+05
2153,6.46283938e+05
2154,6.46284000e+05
2155,6.46284062e+05
2156,6.46284125e+05
2157,6.46284188e+05
2158,6.46284250e+05
2159,6.46284312e+05
2160,6.46284375e+05
2161,6.46284438e+05
2162,6.46284500e+05
2163,6.46284562e+05
2164,6.46284625e+05
2165,6.46284688e+05
2166,6.46284750e+05
2167,6.46284812e+05
2168,6.46284875e+05
2169,6.46284938e+05
2170,6.46285000e+05
2171,6.46285062e+05
2172,6.46285125e+05
2173,6.46285188e+05
2174,6.46285250e+05
2175,6.46285312e+05
2176,6.46285375e+05
2177,6.46285438e+05
2178,6.46285500e+05
2179,6.46285500e+05
2180,6.46285562e+05
2181,6.46285625e+05
2182,6.46285688e+05
2183,6.46285750e+05
2184,6.46285812e+05
2185,6.46285875e+05
2186,6.46285938e+05
2187,6.46286000e+05
2188,6.46286062e+05
2189,6.46286125e+05
2190,6.46286188e+05
2191,6.46286250e+05
2192,6.46286312e+05
2193,6.46286375e+05
2194,6.46286438e+05
2195,6.46286500e+05
2196,6.46286562e+05
2197,6.46286625e+05
2198,6.46286688e+05
2199,6.46286750e+05
2200,6.46286750e+05
2201,6.46286812e+05
2202,6.46286875e+05
2203,6.46286938e+05
2204,6.46287000e+05
2205,6.46287062e+05
2206,6.46287125e+05
2207,6.46287188e+05
2208,6.46287250e+05
2209,6.46287312e+05
2210,6.46287375e+05
2211,6.46287438e+05
2212,6.46287500e+05
2213,6.46287562e+05
2214,6.46287625e+05
2215,6.46287688e+05
2216,6.46287750e+05
2217,6.46287812e+05
2218,6.46287875e+05
2219,6.46287938e+05
2220,6.46288000e+05
2221,6.46288062e+05
2222,6.46288125e+05
2223,6.46288188e+05
2224,6.46288250e+05
2225,6.46288250e+05
2226,6.46288312e+05
2227,6.46288375e+05
2228,6.46288438e+05
2229,6.46288500e+05
2230,6.46288562e+05
2231,6.46288625e+05
2232,6.46288688e+05
2233,6.46288750e+05
2234,6.46288812e+05
2235,6.46288875e+05
2236,6.46288938e+05
2237,6.46289000e+05
2238,6.46289062e+05
2239,6.46289125e+05
2240,6.46289188e+05
2241,6.46289250e+05
2242,6.46289312e+05
2243,6.46289375e+05
2244,6.46289438e+05
2245,6.46289500e+05
2246,6.46289500e+05
2247,6.46289562e+05
2248,6.46289625e+05
2249,6.46289688e+05
2250,6.46289750e+05
2251,6.46289812e+05
2252,6.46289875e+05
2253,6.46289938e+05
2254,6.46290000e+05
2255,6.46290062e+05
2256,6.46290125e+05
2257,6.46290188e+05
2258,6.46290250e+05
2259,6.46290312e+05
2260,6.46290375e+05
2261,6.46290438e+05
2262,6.46290500e+05
2263,6.46290562e+05
2264,6.46290562e+05
2265,6.46290625e+05
2266,6.46290688e+05
2267,6.46290750e+05
2268,6.46290812e+05
2269,6.46290875e+05
2270,6.46290938e+05
2271,6.46291000e+05
2272,6.46291062e+05
2273,6.46291125e+05
2274,6.46291188e+05
2275,6.46291250e+05
2276,6.46291312e+05
2277,6.46291375e+05
2278,6.46291438e+05
2279,6.46291500e+05
2280,6.46291562e+05
2281,6.46291625e+05
2282,6.46291688e+05
2283,6.46291750e+05
2284,6.46291750e+05
2285,6.46291812e+05
2286,6.46291875e+05
2287,6.46291938e+05
2288,6.46292000e+05
2289,6.46292062e+05
2290,6.46292125e+05
2291,6.46292188e+05
2292,6.46292250e+05
2293,6.46292312e+05
2294,6.46292375e+05
2295,6.46292438e+05
2296,6.46292500e+05
2297,6.46292562e+05
2298,6.46292625e+05
2299,6.46292688e+05
2300,6.46292750e+05
2301,6.46292750e+05
2302,6.46292812e+05
2303,6.46292875e+05
2304,6.46292938e+05
2305,6.46293000e+05
2306,6.46293062e+05
2307,6.46293125e+05
2308,6.46293188e+05
2309,6.46293250e+05
2310,6.46293312e+05
2311,6.46293375e+05
2312,6.46293438e+05
2313,6.46293500e+05
2314,6.46293562e+05
2315,6.46293625e+05
2316,6.46293688e+05
2317,6.46293750e+05
2318,6.46293812e+05
2319,6.46293812e+05
2320,6.46293875e+05
2321,6.46293938e+05
2322,6.46294000e+05
2323,6.46294062e+05
2324,6.46294125e+05
2325,6.46294188e+05
2326,6.46294250e+05
2327,6.46294312e+05
2328,6.46294375e+05
2329,6.46294438e+05
2330,6.46294500e+05
2331,6.46294562e+05
2332,6.46294625e+05
2333,6.46294688e+05
2334,6.46294750e+05
2335,6.46294750e+05
2336,6.46294812e+05
2337,6.46294875e+05
2338,6.46294938e+05
2339,6.46295000e+05
2340,6.46295062e+05
2341,6.46295125e+05
2342,6.46295188e+05
2343,6.46295250e+05
2344,6.46295312e+05
2345,6.46295375e+05
2346,6.46295438e+05
2347,6.46295500e+05
2348,6.46295562e+05
2349,6.46295625e+05
2350,6.46295688e+05
2351,6.46295750e+05
2352,6.46295750e+05
2353,6.46295812e+05
2354,6.46295875e+05
2355,6.46295938e+05
2356,6.46296000e+05
2357,6.46296062e+05
2358,6.46296125e+05
2359,6.46296188e+05
2360,6.46296250e+05
2361,6.46296312e+05
2362,6.46296375e+05
2363,6.46296438e+05
2364,6.46296500e+05
2365,6.46296562e+05
2366,6.46296625e+05
2367,6.46296688e+05
2368,6.46296750e+05
2369,6.46296750e+05
2370,6.46296812e+05
2371,6.46296875e+05
2372,6.46296938e+05
2373,6.46297000e+05
2374,6.46297062e+05
2375,6.46297125e+05
2376,6.46297188e+05
2377,6.46297250e+05
2378,6.46297312e+05
2379,6.46297375e+05
2380,6.46297438e+05
2381,6.46297500e+05
2382,6.46297500e+05
2383,6.46297562e+05
2384,6.46297625e+05
2385,6.46297688e+05
2386,6.46297750e+05
2387,6.46297812e+05
2388,6.46297875e+05
2389,6.46297938e+05
2390,6.46298000e+05
2391,6.46298062e+05
